timestamp,label,well,id,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,T-JUS-CKGL,QGL,class
2014-01-24 09:34:02,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397065.0,74.80028,-300917.8,,0.0,0.0
2014-01-24 09:34:03,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397066.0,74.80028,-300917.8,,0.0,0.0
2014-01-24 09:34:04,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397066.0,74.80028,-300917.8,,0.0,0.0
2014-01-24 09:34:05,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397066.0,74.80028,-300917.8,,0.0,0.0
2014-01-24 09:34:06,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397067.0,74.80028,-300917.8,,0.0,0.0
2014-01-24 09:34:07,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397068.0,74.80028,-300917.8,,0.0,0.0
2014-01-24 09:34:08,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397069.0,74.80028,-300917.8,,0.0,0.0
2014-01-24 09:34:09,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397069.0,74.80028,-300917.8,,0.0,0.0
2014-01-24 09:34:10,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397070.0,74.80027,-300917.8,,0.0,0.0
2014-01-24 09:34:11,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397070.0,74.80027,-300917.8,,0.0,0.0
2014-01-24 09:34:12,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397071.0,74.80027,-300917.8,,0.0,0.0
2014-01-24 09:34:13,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397072.0,74.80027,-300917.8,,0.0,0.0
2014-01-24 09:34:14,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397072.0,74.80027,-300917.8,,0.0,0.0
2014-01-24 09:34:15,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397073.0,74.80027,-300917.8,,0.0,0.0
2014-01-24 09:34:16,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397073.0,74.80027,-300917.8,,0.0,0.0
2014-01-24 09:34:17,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397074.0,74.80027,-300917.8,,0.0,0.0
2014-01-24 09:34:18,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397074.0,74.80027,-300917.8,,0.0,0.0
2014-01-24 09:34:19,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397075.0,74.80027,-300917.8,,0.0,0.0
2014-01-24 09:34:20,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397076.0,74.80027,-300917.8,,0.0,0.0
2014-01-24 09:34:21,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397076.0,74.80027,-300917.8,,0.0,0.0
2014-01-24 09:34:22,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397076.0,74.80027,-300917.8,,0.0,0.0
2014-01-24 09:34:23,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397077.0,74.80027,-300917.8,,0.0,0.0
2014-01-24 09:34:24,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397078.0,74.80026,-300917.8,,0.0,0.0
2014-01-24 09:34:25,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397079.0,74.80026,-300917.8,,0.0,0.0
2014-01-24 09:34:26,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397079.0,74.80026,-300917.8,,0.0,0.0
2014-01-24 09:34:27,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397079.0,74.80026,-300917.8,,0.0,0.0
2014-01-24 09:34:28,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397080.0,74.80026,-300917.8,,0.0,0.0
2014-01-24 09:34:29,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397081.0,74.80026,-300917.8,,0.0,0.0
2014-01-24 09:34:30,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397081.0,74.80026,-300917.8,,0.0,0.0
2014-01-24 09:34:31,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397082.0,74.80026,-300917.8,,0.0,0.0
2014-01-24 09:34:32,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397083.0,74.80026,-300917.8,,0.0,0.0
2014-01-24 09:34:33,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397083.0,74.80026,-300917.8,,0.0,0.0
2014-01-24 09:34:34,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397084.0,74.80026,-300917.8,,0.0,0.0
2014-01-24 09:34:35,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397084.0,74.80026,-300917.8,,0.0,0.0
2014-01-24 09:34:36,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397085.0,74.80026,-300917.8,,0.0,0.0
2014-01-24 09:34:37,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397086.0,74.80026,-300917.8,,0.0,0.0
2014-01-24 09:34:38,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397086.0,74.80026,-300917.8,,0.0,0.0
2014-01-24 09:34:39,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397086.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:40,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397087.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:41,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397088.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:42,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397089.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:43,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397089.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:44,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397089.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:45,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397090.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:46,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397091.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:47,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397091.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:48,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397092.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:49,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397092.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:50,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397093.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:51,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397093.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:52,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397094.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:53,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397095.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:54,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397095.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:55,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397095.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:56,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397096.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:57,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397097.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:58,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397098.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:34:59,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397099.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:35:00,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397099.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:35:01,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397099.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:35:02,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397100.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:35:03,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397101.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:35:04,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397101.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:35:05,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397102.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:35:06,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397102.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:35:07,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397103.0,74.80025,-300917.8,,0.0,0.0
2014-01-24 09:35:08,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397103.0,74.80024,-300917.8,,0.0,0.0
2014-01-24 09:35:09,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397104.0,74.80024,-300917.8,,0.0,0.0
2014-01-24 09:35:10,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397105.0,74.80024,-300917.8,,0.0,0.0
2014-01-24 09:35:11,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397105.0,74.80024,-300917.8,,0.0,0.0
2014-01-24 09:35:12,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397105.0,74.80024,-300917.8,,0.0,0.0
2014-01-24 09:35:13,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397106.0,74.80024,-300917.8,,0.0,0.0
2014-01-24 09:35:14,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397107.0,74.80024,-300917.8,,0.0,0.0
2014-01-24 09:35:15,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397108.0,74.80024,-300917.8,,0.0,0.0
2014-01-24 09:35:16,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397108.0,74.80024,-300917.8,,0.0,0.0
2014-01-24 09:35:17,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397108.0,74.80024,-300917.8,,0.0,0.0
2014-01-24 09:35:18,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397109.0,74.80024,-300917.8,,0.0,0.0
2014-01-24 09:35:19,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397110.0,74.80024,-300917.8,,0.0,0.0
2014-01-24 09:35:20,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397111.0,74.80024,-300917.8,,0.0,0.0
2014-01-24 09:35:21,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397111.0,74.80024,-300917.8,,0.0,0.0
2014-01-24 09:35:22,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397112.0,74.80023,-300917.8,,0.0,0.0
2014-01-24 09:35:23,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397112.0,74.80023,-300917.8,,0.0,0.0
2014-01-24 09:35:24,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397113.0,74.80023,-300917.8,,0.0,0.0
2014-01-24 09:35:25,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397113.0,74.80023,-300917.8,,0.0,0.0
2014-01-24 09:35:26,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397114.0,74.80023,-300917.8,,0.0,0.0
2014-01-24 09:35:27,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397115.0,74.80023,-300917.8,,0.0,0.0
2014-01-24 09:35:28,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397115.0,74.80023,-300917.8,,0.0,0.0
2014-01-24 09:35:29,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397115.0,74.80023,-300917.8,,0.0,0.0
2014-01-24 09:35:30,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397116.0,74.80023,-300917.8,,0.0,0.0
2014-01-24 09:35:31,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397117.0,74.80023,-300917.8,,0.0,0.0
2014-01-24 09:35:32,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397118.0,74.80023,-300917.8,,0.0,0.0
2014-01-24 09:35:33,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397118.0,74.80023,-300917.8,,0.0,0.0
2014-01-24 09:35:34,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397118.0,74.80023,-300917.8,,0.0,0.0
2014-01-24 09:35:35,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397119.0,74.80023,-300917.8,,0.0,0.0
2014-01-24 09:35:36,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397120.0,74.80023,-300917.8,,0.0,0.0
2014-01-24 09:35:37,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397120.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:38,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397121.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:39,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397121.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:40,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397122.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:41,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397122.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:42,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397123.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:43,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397124.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:44,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397124.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:45,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397125.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:46,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397125.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:47,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397126.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:48,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397127.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:49,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397128.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:50,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397128.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:51,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397128.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:52,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397129.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:53,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397130.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:54,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397130.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:55,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397131.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:56,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397131.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:57,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397132.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:58,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397132.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:35:59,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397133.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:36:00,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397134.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:36:01,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397134.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:36:02,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397134.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:36:03,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397135.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:36:04,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397136.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:36:05,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397137.0,74.80022,-300917.8,,0.0,0.0
2014-01-24 09:36:06,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397137.0,74.80021,-300917.8,,0.0,0.0
2014-01-24 09:36:07,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397137.0,74.80021,-300917.8,,0.0,0.0
2014-01-24 09:36:08,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397138.0,74.80021,-300917.8,,0.0,0.0
2014-01-24 09:36:09,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397139.0,74.80021,-300917.8,,0.0,0.0
2014-01-24 09:36:10,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397140.0,74.80021,-300917.8,,0.0,0.0
2014-01-24 09:36:11,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397140.0,74.80021,-300917.8,,0.0,0.0
2014-01-24 09:36:12,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397141.0,74.80021,-300917.8,,0.0,0.0
2014-01-24 09:36:13,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397141.0,74.80021,-300917.8,,0.0,0.0
2014-01-24 09:36:14,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397142.0,74.80021,-300917.8,,0.0,0.0
2014-01-24 09:36:15,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397142.0,74.80021,-300917.8,,0.0,0.0
2014-01-24 09:36:16,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397143.0,74.80021,-300917.8,,0.0,0.0
2014-01-24 09:36:17,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397144.0,74.80021,-300917.8,,0.0,0.0
2014-01-24 09:36:18,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397144.0,74.80021,-300917.8,,0.0,0.0
2014-01-24 09:36:19,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397144.0,74.80021,-300917.8,,0.0,0.0
2014-01-24 09:36:20,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397145.0,74.8002,-300917.8,,0.0,0.0
2014-01-24 09:36:21,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397146.0,74.8002,-300917.8,,0.0,0.0
2014-01-24 09:36:22,1,WELL-00001,20140124093303,0.0,18433410.0,116.8718,9397147.0,74.8002,-300917.8,,0.0,0.0
